player_api_id,date,overall_rating
47394,2016-05-12 00:00:00,75
155738,2016-05-12 00:00:00,79
361710,2016-04-14 00:00:00,80
568920,2016-03-17 00:00:00,67
45816,2016-03-03 00:00:00,66
37249,2015-03-06 00:00:00,68
40012,2016-01-07 00:00:00,71
77741,2015-10-16 00:00:00,79
38612,2013-05-17 00:00:00,65
164115,2013-04-12 00:00:00,66
276701,2016-04-07 00:00:00,69
131409,2016-05-12 00:00:00,70
116788,2012-08-31 00:00:00,61
132844,2016-04-14 00:00:00,77
45815,2015-03-06 00:00:00,61
39875,2011-08-30 00:00:00,66
449241,2016-01-14 00:00:00,75
43049,2014-05-16 00:00:00,61
261599,2016-05-12 00:00:00,74
154950,2015-12-03 00:00:00,65
182107,2016-04-28 00:00:00,62
121643,2010-08-30 00:00:00,52
102572,2016-04-14 00:00:00,70
43348,2013-07-12 00:00:00,65
113604,2016-05-12 00:00:00,61
482331,2016-05-12 00:00:00,73
40501,2016-05-26 00:00:00,73
178574,2015-04-10 00:00:00,68
78537,2015-05-15 00:00:00,61
45744,2016-05-12 00:00:00,77
23358,2015-09-21 00:00:00,71
571685,2016-05-12 00:00:00,72
105526,2014-01-31 00:00:00,62
39311,2013-09-20 00:00:00,75
112976,2016-04-21 00:00:00,66
116881,2010-02-22 00:00:00,61
239253,2016-03-24 00:00:00,63
50345,2016-05-05 00:00:00,78
323385,2016-03-24 00:00:00,72
42431,2013-02-15 00:00:00,71
183482,2014-01-10 00:00:00,64
168047,2016-02-04 00:00:00,70
114790,2015-09-21 00:00:00,66
169756,2016-04-07 00:00:00,78
167648,2014-02-28 00:00:00,59
280969,2015-01-09 00:00:00,70
39190,2013-06-07 00:00:00,67
172172,2013-05-24 00:00:00,60
39199,2013-05-10 00:00:00,67
38122,2015-12-03 00:00:00,67
121923,2009-02-22 00:00:00,68
30690,2014-02-21 00:00:00,73
33992,2016-05-12 00:00:00,77
41109,2010-08-30 00:00:00,67
171737,2011-02-22 00:00:00,63
447107,2016-04-14 00:00:00,65
352879,2016-01-14 00:00:00,77
557353,2015-07-03 00:00:00,50
188413,2016-04-28 00:00:00,77
40930,2016-04-07 00:00:00,80
317062,2016-04-28 00:00:00,73
242719,2016-03-24 00:00:00,74
263276,2016-05-05 00:00:00,71
35608,2010-02-22 00:00:00,78
361711,2015-12-10 00:00:00,74
213366,2016-05-12 00:00:00,73
441441,2016-04-28 00:00:00,73
118883,2014-05-09 00:00:00,74
119305,2016-04-28 00:00:00,64
256728,2016-01-28 00:00:00,65
45872,2013-07-05 00:00:00,63
41399,2015-04-10 00:00:00,63
513810,2016-03-24 00:00:00,64
111930,2016-02-04 00:00:00,74
561140,2015-05-29 00:00:00,66
403003,2015-12-10 00:00:00,76
297556,2016-01-28 00:00:00,65
41182,2015-12-03 00:00:00,69
120917,2016-04-21 00:00:00,70
232103,2016-05-05 00:00:00,76
174597,2014-10-10 00:00:00,65
174600,2013-09-20 00:00:00,63
148953,2010-08-30 00:00:00,53
441166,2014-05-09 00:00:00,50
410141,2015-09-21 00:00:00,61
582500,2016-06-09 00:00:00,53
199829,2013-09-27 00:00:00,56
32448,2016-06-09 00:00:00,76
34319,2011-02-22 00:00:00,59
213737,2016-01-28 00:00:00,63
133535,2014-07-18 00:00:00,71
128843,2015-09-21 00:00:00,65
715642,2016-04-07 00:00:00,59
210683,2016-04-07 00:00:00,77
185301,2012-02-22 00:00:00,61
33993,2012-02-22 00:00:00,69
24160,2016-05-12 00:00:00,69
243127,2016-01-21 00:00:00,68
20771,2013-09-20 00:00:00,67
244128,2011-08-30 00:00:00,59
23163,2012-02-22 00:00:00,71
31255,2014-04-04 00:00:00,59
127255,2010-08-30 00:00:00,60
33451,2016-02-25 00:00:00,70
26085,2014-04-25 00:00:00,62
34268,2016-03-10 00:00:00,64
182847,2013-03-15 00:00:00,58
36785,2015-09-21 00:00:00,70
67393,2014-11-14 00:00:00,64
34417,2016-04-28 00:00:00,70
95220,2015-09-25 00:00:00,63
32693,2013-05-10 00:00:00,58
32547,2015-02-27 00:00:00,63
37085,2008-08-30 00:00:00,64
267728,2015-12-10 00:00:00,70
32870,2016-03-10 00:00:00,73
92935,2016-04-07 00:00:00,76
14100,2016-04-21 00:00:00,68
32845,2016-01-21 00:00:00,60
23081,2014-02-28 00:00:00,58
24024,2011-08-30 00:00:00,59
667963,2016-04-21 00:00:00,66
30248,2016-03-03 00:00:00,63
23881,2015-06-05 00:00:00,65
312585,2016-04-28 00:00:00,61
25926,2016-03-24 00:00:00,74
441173,2015-07-03 00:00:00,61
294859,2016-04-14 00:00:00,75
289250,2016-04-21 00:00:00,66
160220,2016-04-21 00:00:00,67
121488,2010-08-30 00:00:00,58
698273,2016-03-10 00:00:00,70
94883,2016-03-10 00:00:00,74
177689,2016-03-10 00:00:00,63
37503,2015-11-26 00:00:00,75
41173,2010-02-22 00:00:00,64
35831,2015-10-30 00:00:00,67
45605,2013-07-12 00:00:00,71
37483,2016-04-14 00:00:00,72
396912,2016-02-25 00:00:00,62
37920,2015-04-10 00:00:00,74
484858,2016-03-24 00:00:00,73
36066,2012-02-22 00:00:00,70
27694,2016-04-14 00:00:00,77
107929,2016-04-21 00:00:00,74
299879,2015-09-21 00:00:00,68
41168,2016-04-07 00:00:00,76
38395,2015-02-20 00:00:00,60
47565,2016-03-24 00:00:00,77
39425,2009-02-22 00:00:00,77
30143,2015-07-03 00:00:00,70
102394,2016-03-24 00:00:00,67
30881,2016-05-05 00:00:00,74
42460,2012-02-22 00:00:00,59
575364,2016-04-21 00:00:00,70
543020,2016-04-28 00:00:00,68
37451,2016-04-14 00:00:00,72
32763,2010-08-30 00:00:00,72
39743,2011-08-30 00:00:00,66
314605,2016-04-14 00:00:00,77
109121,2016-03-10 00:00:00,77
39302,2016-05-05 00:00:00,67
231977,2015-07-03 00:00:00,66
74028,2016-04-07 00:00:00,65
42121,2013-09-20 00:00:00,62
2790,2010-08-30 00:00:00,67
30273,2013-09-20 00:00:00,73
88521,2016-03-17 00:00:00,72
38576,2016-03-03 00:00:00,72
527104,2016-01-14 00:00:00,64
26401,2012-02-22 00:00:00,73
71768,2015-10-16 00:00:00,75
493418,2016-03-03 00:00:00,54
281864,2015-07-03 00:00:00,69
661509,2016-03-10 00:00:00,54
93343,2015-11-19 00:00:00,65
664961,2016-03-31 00:00:00,66
33759,2011-02-22 00:00:00,74
39345,2016-05-05 00:00:00,70
467052,2015-09-21 00:00:00,57
450292,2015-10-16 00:00:00,68
189192,2016-04-21 00:00:00,79
38131,2016-04-28 00:00:00,71
26120,2013-02-15 00:00:00,71
191906,2016-05-12 00:00:00,75
169217,2016-04-28 00:00:00,75
151079,2016-02-25 00:00:00,74
45220,2016-05-05 00:00:00,78
10348,2015-09-21 00:00:00,77
97657,2016-04-21 00:00:00,74
303484,2016-04-28 00:00:00,73
168569,2016-05-19 00:00:00,71
288406,2016-04-14 00:00:00,70
187150,2014-07-18 00:00:00,70
282470,2016-05-19 00:00:00,72
302911,2016-03-24 00:00:00,65
364496,2016-04-28 00:00:00,67
522571,2014-09-18 00:00:00,64
167094,2016-04-28 00:00:00,73
16351,2016-02-04 00:00:00,78
426005,2016-05-12 00:00:00,63
37515,2014-02-21 00:00:00,72
155739,2015-01-23 00:00:00,66
34067,2010-02-22 00:00:00,65
351860,2016-03-17 00:00:00,76
280638,2015-10-16 00:00:00,73
164519,2016-03-31 00:00:00,72
124144,2016-04-21 00:00:00,71
26680,2010-08-30 00:00:00,65
278866,2014-01-31 00:00:00,63
69018,2016-01-21 00:00:00,65
156534,2016-05-12 00:00:00,67
208852,2016-05-05 00:00:00,67
27476,2011-02-22 00:00:00,72
306158,2014-02-28 00:00:00,61
68839,2016-04-14 00:00:00,62
3441,2013-09-20 00:00:00,65
22822,2011-02-22 00:00:00,67
26169,2016-04-28 00:00:00,73
89828,2015-10-16 00:00:00,61
31191,2014-09-18 00:00:00,61
395154,2016-04-28 00:00:00,77
173913,2014-04-25 00:00:00,57
191081,2015-01-23 00:00:00,69
39145,2016-04-21 00:00:00,69
39763,2015-05-22 00:00:00,65
39470,2016-05-05 00:00:00,69
39762,2016-02-11 00:00:00,67
74452,2014-07-18 00:00:00,67
197848,2016-04-21 00:00:00,65
41424,2010-08-30 00:00:00,60
154238,2016-04-28 00:00:00,65
561819,2016-05-19 00:00:00,64
30727,2014-04-18 00:00:00,70
41475,2016-05-05 00:00:00,75
264842,2016-04-21 00:00:00,79
42443,2016-05-12 00:00:00,67
24504,2015-09-21 00:00:00,77
41816,2016-05-05 00:00:00,74
27606,2009-08-30 00:00:00,69
182843,2016-06-16 00:00:00,67
7683,2016-04-21 00:00:00,66
73047,2016-05-05 00:00:00,66
215725,2016-04-21 00:00:00,69
27679,2014-10-31 00:00:00,74
11747,2011-02-22 00:00:00,60
41411,2016-05-05 00:00:00,77
30723,2013-10-11 00:00:00,73
41729,2012-02-22 00:00:00,68
620524,2016-05-05 00:00:00,63
39314,2014-06-06 00:00:00,68
167369,2011-02-22 00:00:00,59
31304,2016-05-12 00:00:00,73
461357,2016-03-24 00:00:00,72
42652,2015-04-24 00:00:00,65
41269,2016-04-28 00:00:00,77
282706,2016-04-07 00:00:00,68
602306,2016-03-03 00:00:00,62
39197,2010-08-30 00:00:00,62
362195,2016-04-14 00:00:00,76
41762,2011-08-30 00:00:00,70
42482,2016-05-12 00:00:00,71
24469,2016-06-09 00:00:00,68
35480,2015-09-21 00:00:00,68
363343,2014-04-11 00:00:00,65
80566,2010-02-22 00:00:00,71
39204,2013-09-20 00:00:00,64
306062,2014-01-03 00:00:00,57
213500,2016-06-09 00:00:00,72
447488,2016-04-21 00:00:00,67
265618,2015-07-03 00:00:00,70
396888,2015-04-10 00:00:00,62
430433,2016-04-07 00:00:00,59
604785,2016-04-21 00:00:00,69
282274,2016-03-31 00:00:00,71
470416,2015-10-16 00:00:00,63
33913,2012-02-22 00:00:00,59
205034,2016-05-26 00:00:00,74
155122,2016-04-14 00:00:00,62
39566,2016-02-25 00:00:00,72
264293,2015-11-06 00:00:00,72
119079,2015-12-03 00:00:00,75
282689,2015-11-12 00:00:00,68
32924,2015-01-26 00:00:00,59
196386,2016-01-28 00:00:00,78
49709,2016-06-09 00:00:00,72
213493,2014-11-14 00:00:00,61
41136,2013-02-15 00:00:00,67
408994,2014-03-28 00:00:00,54
157865,2016-04-21 00:00:00,82
262753,2016-05-05 00:00:00,64
34650,2013-08-02 00:00:00,73
478988,2016-04-14 00:00:00,71
23678,2016-06-09 00:00:00,78
428672,2016-05-12 00:00:00,76
41975,2016-04-07 00:00:00,64
41766,2014-02-28 00:00:00,63
150396,2016-01-21 00:00:00,76
163838,2016-03-31 00:00:00,71
26564,2016-04-14 00:00:00,79
186923,2016-03-17 00:00:00,65
27306,2016-03-24 00:00:00,73
118434,2016-04-28 00:00:00,74
27535,2013-02-15 00:00:00,67
317565,2016-04-28 00:00:00,63
422127,2013-11-29 00:00:00,61
407765,2016-02-25 00:00:00,60
128106,2016-03-10 00:00:00,78
147735,2016-04-21 00:00:00,73
31672,2016-05-12 00:00:00,72
438780,2016-05-05 00:00:00,69
34102,2013-04-19 00:00:00,77
71764,2015-10-09 00:00:00,72
190525,2016-02-04 00:00:00,66
459000,2016-04-07 00:00:00,65
38206,2013-04-26 00:00:00,64
27297,2008-08-30 00:00:00,71
34420,2016-05-12 00:00:00,72
40295,2016-02-04 00:00:00,62
27478,2016-05-12 00:00:00,78
192504,2016-05-12 00:00:00,68
169569,2016-02-04 00:00:00,72
181333,2016-05-05 00:00:00,70
203755,2016-04-21 00:00:00,74
248437,2016-04-07 00:00:00,69
440330,2016-03-17 00:00:00,65
71524,2015-09-21 00:00:00,60
40100,2016-04-07 00:00:00,75
3517,2016-04-14 00:00:00,77
25824,2015-09-21 00:00:00,67
750584,2016-05-19 00:00:00,58
155075,2016-03-10 00:00:00,64
24122,2016-03-31 00:00:00,68
265727,2016-03-24 00:00:00,68
93996,2015-09-21 00:00:00,68
39749,2015-09-21 00:00:00,64
21657,2010-02-22 00:00:00,59
33840,2016-04-21 00:00:00,70
3140,2011-02-22 00:00:00,66
169193,2016-05-05 00:00:00,83
210387,2016-04-21 00:00:00,69
26213,2011-08-30 00:00:00,72
560900,2016-01-21 00:00:00,66
114021,2013-08-16 00:00:00,61
46554,2016-03-10 00:00:00,80
34055,2008-08-30 00:00:00,63
46342,2015-09-21 00:00:00,65
571296,2016-05-12 00:00:00,69
42321,2015-09-21 00:00:00,72
42306,2013-12-27 00:00:00,71
298923,2015-10-30 00:00:00,76
41941,2015-02-13 00:00:00,69
277443,2016-01-14 00:00:00,66
687572,2016-04-28 00:00:00,57
605848,2016-04-14 00:00:00,68
571681,2016-03-10 00:00:00,57
50657,2015-01-16 00:00:00,64
281019,2016-02-11 00:00:00,72
50047,2016-03-17 00:00:00,86
26275,2016-04-14 00:00:00,70
37479,2016-04-28 00:00:00,75
303089,2016-01-28 00:00:00,71
641042,2015-11-06 00:00:00,60
27667,2012-02-22 00:00:00,66
629594,2015-10-16 00:00:00,69
280510,2016-04-14 00:00:00,66
317156,2016-04-28 00:00:00,73
129918,2016-06-09 00:00:00,75
111801,2016-03-10 00:00:00,77
239946,2015-11-26 00:00:00,71
213649,2016-02-19 00:00:00,66
46412,2015-01-16 00:00:00,69
242889,2015-12-10 00:00:00,71
256727,2016-02-04 00:00:00,77
286117,2015-05-15 00:00:00,65
41718,2014-05-09 00:00:00,62
476771,2016-05-12 00:00:00,72
190741,2016-04-14 00:00:00,70
25156,2015-12-24 00:00:00,68
25535,2012-02-22 00:00:00,66
420224,2016-04-21 00:00:00,75
211139,2015-04-17 00:00:00,66
209371,2016-04-14 00:00:00,67
512728,2015-01-26 00:00:00,57
261332,2016-04-21 00:00:00,65
166577,2012-02-22 00:00:00,61
610533,2015-12-24 00:00:00,65
167285,2016-05-05 00:00:00,66
466890,2016-05-05 00:00:00,71
190493,2016-04-28 00:00:00,65
169752,2016-04-21 00:00:00,67
26503,2012-02-22 00:00:00,67
32496,2016-01-21 00:00:00,74
213809,2015-10-16 00:00:00,77
24364,2008-08-30 00:00:00,63
466482,2016-03-10 00:00:00,66
188652,2016-04-21 00:00:00,80
676625,2016-03-24 00:00:00,63
563216,2015-12-24 00:00:00,69
95681,2011-08-30 00:00:00,68
128851,2013-03-22 00:00:00,59
25816,2016-04-28 00:00:00,72
174093,2016-04-28 00:00:00,70
634113,2016-01-07 00:00:00,56
39978,2015-10-09 00:00:00,74
17276,2014-07-18 00:00:00,68
254455,2016-05-12 00:00:00,67
210164,2016-04-28 00:00:00,80
94021,2014-09-18 00:00:00,66
27351,2012-02-22 00:00:00,67
264743,2016-05-12 00:00:00,64
299653,2014-09-18 00:00:00,60
46211,2016-04-28 00:00:00,68
37442,2016-04-28 00:00:00,76
201916,2014-11-14 00:00:00,68
183350,2015-10-16 00:00:00,74
114044,2016-05-19 00:00:00,78
50104,2014-10-31 00:00:00,67
141662,2016-01-07 00:00:00,69
474658,2015-03-20 00:00:00,64
183327,2016-05-19 00:00:00,68
257855,2016-01-21 00:00:00,76
57067,2016-06-16 00:00:00,73
523390,2016-03-10 00:00:00,72
41465,2013-05-24 00:00:00,67
213501,2016-05-05 00:00:00,80
75310,2016-03-24 00:00:00,81
100033,2016-02-04 00:00:00,74
33586,2016-04-21 00:00:00,71
41564,2016-04-28 00:00:00,70
34983,2014-11-14 00:00:00,61
282467,2016-03-03 00:00:00,71
213489,2016-04-28 00:00:00,75
38162,2013-05-31 00:00:00,67
93484,2016-03-24 00:00:00,73
681965,2016-04-07 00:00:00,63
185388,2013-12-27 00:00:00,72
46660,2009-02-22 00:00:00,66
668307,2016-05-05 00:00:00,72
111917,2013-02-15 00:00:00,63
318656,2014-09-18 00:00:00,59
170316,2016-02-18 00:00:00,67
38827,2016-02-04 00:00:00,73
27226,2011-02-22 00:00:00,65
35636,2009-08-30 00:00:00,69
277767,2015-12-24 00:00:00,65
244840,2016-04-21 00:00:00,67
668820,2016-05-12 00:00:00,72
384142,2016-03-10 00:00:00,65
309505,2016-05-05 00:00:00,76
156105,2015-01-09 00:00:00,61
108525,2016-02-04 00:00:00,69
127224,2016-04-21 00:00:00,71
15608,2013-09-20 00:00:00,59
108524,2014-04-11 00:00:00,70
21161,2013-05-17 00:00:00,65
303359,2015-12-24 00:00:00,69
127857,2014-09-18 00:00:00,71
213814,2015-11-26 00:00:00,72
521272,2015-03-06 00:00:00,57
287333,2016-05-05 00:00:00,69
614454,2016-03-10 00:00:00,61
118359,2016-02-18 00:00:00,66
30868,2014-09-18 00:00:00,75
267915,2015-09-21 00:00:00,66
46085,2014-02-07 00:00:00,65
449492,2016-01-07 00:00:00,73
164676,2016-03-03 00:00:00,81
150323,2016-03-10 00:00:00,81
33021,2011-02-22 00:00:00,68
127209,2016-06-16 00:00:00,72
70074,2016-06-02 00:00:00,72
26818,2016-06-09 00:00:00,77
265799,2016-06-02 00:00:00,66
268039,2016-06-30 00:00:00,68
570360,2016-05-12 00:00:00,69
470305,2016-03-17 00:00:00,72
127888,2016-03-10 00:00:00,71
268586,2012-02-22 00:00:00,58
450011,2016-04-28 00:00:00,75
145561,2016-01-21 00:00:00,76
40961,2016-05-05 00:00:00,73
71055,2015-07-03 00:00:00,62
201811,2016-05-12 00:00:00,72
131391,2010-08-30 00:00:00,59
16362,2011-02-22 00:00:00,68
33025,2016-03-17 00:00:00,76
167491,2016-04-28 00:00:00,64
72633,2015-09-21 00:00:00,66
164130,2013-04-19 00:00:00,68
150268,2016-04-21 00:00:00,76
164333,2016-04-14 00:00:00,80
612863,2016-04-21 00:00:00,57
421785,2014-02-07 00:00:00,58
95955,2016-04-28 00:00:00,79
41462,2014-05-16 00:00:00,68
38504,2015-03-06 00:00:00,66
292772,2016-04-21 00:00:00,71
181254,2015-01-02 00:00:00,57
687288,2016-03-10 00:00:00,65
246414,2016-06-16 00:00:00,79
40956,2016-04-07 00:00:00,73
163839,2015-10-16 00:00:00,71
363365,2013-04-05 00:00:00,58
264739,2013-04-05 00:00:00,61
35244,2014-04-04 00:00:00,75
150267,2015-10-16 00:00:00,70
209503,2016-04-14 00:00:00,74
361770,2016-03-17 00:00:00,80
243829,2015-09-21 00:00:00,77
69911,2015-09-21 00:00:00,67
212915,2015-10-23 00:00:00,75
605507,2016-01-21 00:00:00,70
42352,2016-04-21 00:00:00,71
27504,2012-02-22 00:00:00,68
21458,2010-02-22 00:00:00,71
26245,2013-12-06 00:00:00,70
98382,2016-04-14 00:00:00,65
154265,2016-04-14 00:00:00,73
245423,2016-04-21 00:00:00,66
38170,2015-03-27 00:00:00,64
570468,2015-12-24 00:00:00,71
37764,2012-02-22 00:00:00,67
96968,2016-04-07 00:00:00,76
251244,2016-04-28 00:00:00,71
164238,2016-01-07 00:00:00,69
78541,2014-08-01 00:00:00,75
178812,2016-04-28 00:00:00,79
388523,2016-04-14 00:00:00,70
97509,2015-07-03 00:00:00,70
281205,2016-01-21 00:00:00,71
150082,2016-03-10 00:00:00,69
265918,2016-06-09 00:00:00,70
38098,2016-03-10 00:00:00,81
172187,2014-07-18 00:00:00,73
39744,2009-02-22 00:00:00,71
30902,2016-05-12 00:00:00,85
309726,2016-05-12 00:00:00,75
154239,2016-05-12 00:00:00,76
39510,2014-03-07 00:00:00,67
27664,2016-04-21 00:00:00,68
150393,2016-05-26 00:00:00,70
39643,2016-04-14 00:00:00,70
39170,2016-03-10 00:00:00,80
506364,2016-04-28 00:00:00,67
74468,2011-02-22 00:00:00,60
41326,2015-05-29 00:00:00,74
41865,2016-04-14 00:00:00,74
414792,2015-02-20 00:00:00,68
41942,2015-10-09 00:00:00,64
209389,2012-02-22 00:00:00,60
39495,2011-02-22 00:00:00,65
31470,2013-03-15 00:00:00,62
41404,2016-02-04 00:00:00,72
74542,2014-05-23 00:00:00,66
41369,2016-05-12 00:00:00,70
24443,2016-02-04 00:00:00,71
41879,2016-01-28 00:00:00,73
159606,2015-11-06 00:00:00,68
150435,2012-02-22 00:00:00,63
150746,2016-04-28 00:00:00,60
37645,2015-05-01 00:00:00,69
39538,2012-02-22 00:00:00,63
30731,2016-06-09 00:00:00,81
27676,2013-12-06 00:00:00,65
57124,2016-05-12 00:00:00,75
24493,2015-10-23 00:00:00,79
25526,2016-02-18 00:00:00,77
130113,2016-05-12 00:00:00,64
41878,2016-05-12 00:00:00,68
42466,2011-08-30 00:00:00,64
150464,2015-09-21 00:00:00,69
364164,2015-11-26 00:00:00,65
24457,2009-02-22 00:00:00,74
39841,2016-01-21 00:00:00,75
70789,2015-11-26 00:00:00,76
449232,2016-04-28 00:00:00,72
25364,2014-11-14 00:00:00,64
30424,2016-01-21 00:00:00,79
33792,2012-02-22 00:00:00,72
237645,2015-11-26 00:00:00,58
38213,2013-03-01 00:00:00,68
36617,2016-02-04 00:00:00,71
42873,2016-06-23 00:00:00,75
40495,2016-03-31 00:00:00,73
27022,2015-05-15 00:00:00,67
45435,2016-03-17 00:00:00,64
42824,2012-08-31 00:00:00,67
192712,2016-01-21 00:00:00,67
178771,2015-12-03 00:00:00,70
25365,2014-02-14 00:00:00,70
195724,2016-03-03 00:00:00,78
184360,2016-04-21 00:00:00,71
158253,2015-11-12 00:00:00,65
27438,2014-02-14 00:00:00,73
173461,2016-06-23 00:00:00,74
72401,2014-01-31 00:00:00,63
104986,2015-09-21 00:00:00,77
31045,2016-03-17 00:00:00,81
30955,2015-10-16 00:00:00,88
57057,2014-10-17 00:00:00,61
43291,2012-02-22 00:00:00,70
320187,2015-05-22 00:00:00,52
33986,2013-09-20 00:00:00,72
192065,2015-10-30 00:00:00,73
172948,2016-03-24 00:00:00,77
74744,2016-04-07 00:00:00,65
41592,2013-04-12 00:00:00,62
32419,2016-01-07 00:00:00,64
23528,2016-06-09 00:00:00,69
23007,2016-04-21 00:00:00,67
23022,2015-02-06 00:00:00,57
32593,2016-04-21 00:00:00,68
31907,2014-12-12 00:00:00,70
23866,2016-02-18 00:00:00,67
160936,2016-06-09 00:00:00,61
43243,2009-02-22 00:00:00,64
308277,2012-08-31 00:00:00,57
24336,2014-11-14 00:00:00,68
17866,2016-04-21 00:00:00,70
357880,2016-04-21 00:00:00,73
68400,2016-06-09 00:00:00,67
37369,2012-02-22 00:00:00,66
23629,2015-09-21 00:00:00,73
24161,2016-06-09 00:00:00,67
308236,2016-04-21 00:00:00,69
3520,2016-01-28 00:00:00,75
30886,2014-05-16 00:00:00,76
570463,2016-04-14 00:00:00,70
97493,2012-02-22 00:00:00,67
38367,2013-05-10 00:00:00,72
95545,2015-07-10 00:00:00,58
10637,2016-03-10 00:00:00,69
38495,2010-08-30 00:00:00,67
31996,2009-08-30 00:00:00,77
166422,2016-03-10 00:00:00,75
